rse_licensee,rse_name,public_offer_status,mysuper_product_name,product_category,single_strategy_lifecycle_indicator,lifecycle_stage_name,member_assets_000,proportion_of_total_assets_in_mysuper,member_accounts,strategic_growth_asset_allocation,performance_test_measure,pass_fail_indicator,lookback_period_years,actual_return_minus_benchmark_return,representative_administration_fees_and_expenses_rafe,relevant_benchmark_representative_administration_fees_and_expenses_brafe,10_year_net_investment_return_nir_p_a,10_year_nir_relative_to_saa_benchmark_portfolio_p_a,10_year_nir_relative_to_simple_reference_portfolio_p_a,10_year_net_return_50_000_rep_member_p_a,7_year_net_investment_return_nir_p_a,7_year_nir_relative_to_saa_benchmark_portfolio_p_a,7_year_nir_relative_to_simple_reference_portfolio_p_a,7_year_net_return_50_000_rep_member_p_a,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_saa_benchmark_portfolio_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_saa_benchmark_portfolio_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_and_costs_charged_10_000_account_balance,administration_fees_and_costs_charged_25_000_account_balance,administration_fees_and_costs_charged_50_000_account_balance,administration_fees_and_costs_charged_100_000_account_balance,administration_fees_and_costs_charged_250_000_account_balance,total_fees_and_costs_charged_10_000_account_balance,total_fees_and_costs_charged_25_000_account_balance,total_fees_and_costs_charged_50_000_account_balance,total_fees_and_costs_charged_100_000_account_balance,total_fees_and_costs_charged_250_000_account_balance
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 29,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 30,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 31,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 32,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 33,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 34,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 35,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 36,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 37,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 38,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 39,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 40,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 41,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 42,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 43,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 44,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 45,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 46,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 47,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 48,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 49,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 50,,,,0.94,,,,,,,0.0803,-0.0038,-0.0055,0.0749,0.0855,-0.0055,-0.0066,0.081,0.1068,-0.0039,-0.005,0.1031,0.1253,-0.0069,-0.0112,0.1221,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 51,,,,0.92,,,,,,,0.0787,-0.0039,-0.0059,0.0733,0.0832,-0.0057,-0.0071,0.0787,0.1036,-0.0039,-0.0056,0.1,0.1223,-0.0065,-0.0116,0.1192,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 52,,,,0.9,,,,,,,0.0773,-0.0038,-0.0061,0.072,0.0811,-0.0055,-0.0074,0.0767,0.1009,-0.0035,-0.0057,0.0974,0.1193,-0.0063,-0.012,0.1162,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 53,,,,0.88,,,,,,,0.0759,-0.0036,-0.0062,0.0705,0.0791,-0.0053,-0.0075,0.0746,0.0983,-0.003,-0.0058,0.0945,0.1164,-0.0058,-0.0123,0.1132,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 54,,,,0.86,,,,,,,0.0744,-0.0035,-0.0064,0.0691,0.0769,-0.0052,-0.0079,0.0726,0.0952,-0.0028,-0.0063,0.0917,0.1134,-0.0053,-0.0127,0.1103,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 55,,,,0.83,,,,,,,0.0729,-0.0034,-0.0066,0.0676,0.0749,-0.0049,-0.0081,0.0705,0.0925,-0.0023,-0.0065,0.0889,0.1104,-0.005,-0.0132,0.1073,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 56,,,,0.81,,,,,,,0.0715,-0.0032,-0.0068,0.0662,0.0729,-0.0047,-0.0084,0.0685,0.0898,-0.0018,-0.0066,0.0862,0.1075,-0.0044,-0.0135,0.1043,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 57,,,,0.79,,,,,,,0.07,-0.0033,-0.0071,0.0647,0.0707,-0.0048,-0.0088,0.0663,0.0869,-0.0017,-0.007,0.0834,0.1045,-0.0044,-0.014,0.1014,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 58,,,,0.77,,,,,,,0.0685,-0.0032,-0.0073,0.0631,0.0685,-0.0047,-0.0091,0.064,0.084,-0.0014,-0.0072,0.0804,0.1016,-0.0039,-0.0143,0.0984,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 59,,,,0.75,,,,,,,0.067,-0.0031,-0.0075,0.0618,0.0664,-0.0045,-0.0093,0.0622,0.0813,-8.00E-04,-0.0074,0.0779,0.0985,-0.0035,-0.0148,0.0955,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 60,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 61,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 62,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 63,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 64,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Total Risk Management Pty Limited,Russell Investments Master Trust,Public offer,"MySuper - IQ Super, Resource Super & Nationwide",Generic,Lifecycle,RIMT GOALTRACKER 65 AND OVER,,,,0.73,,,,,,,0.0657,-0.0028,-0.0075,0.0604,0.0646,-0.004,-0.0094,0.0602,0.0786,-2.00E-04,-0.0075,0.0751,0.0957,-0.0029,-0.0151,0.0925,0.0066,0.0035,0.0025,0.002,0.0017,0.0136,0.0105,0.0095,0.009,0.0087
Unisuper Limited,Unisuper,Public offer,MySuper Offering,Generic,Single strategy,,38756788,0.21,404200,0.75,0.01158,Pass,10,0.01073,0.00163,0.002482,0.0785,0.0107,0.0055,0.0765,0.0752,0.0083,0.0016,0.0733,0.0843,0.0066,-0.0018,0.0824,0.0997,0.004,-0.0107,0.0979,0.0082,0.0033,0.0016,8.00E-04,3.00E-04,0.0146,0.0097,0.008,0.0072,0.0067
United Super Pty Ltd,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,Public offer,Growth (MySuper),Generic,Single strategy,,71870703,0.71,770810,0.77,0.00821,Pass,10,0.00902,0.00329,0.002482,0.0783,0.009,0.0034,0.0747,0.071,0.0044,-0.0053,0.0671,0.0837,0.0073,-0.006,0.0798,0.0919,0.0012,-0.0228,0.0881,0.008,0.0045,0.0033,0.0027,0.0024,0.0132,0.0097,0.0086,0.008,0.0076
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,,1442756,0.45,20870,,,Pass*,2.5,,0.00288,0.002482,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 47 and under,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 48,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 49,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 50,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 51,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 52,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 53,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 54,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 55,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 56,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 57,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 58,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 59,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 60,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 61,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 62,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 63,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 64,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 65,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 66,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 67,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 68,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 69,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 70,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 71,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 72,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 73,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 74,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
Vanguard Super Pty Ltd,Vanguard Super,Public offer,Vanguard MySuper,Generic,Lifecycle,Lifecycle Age 75,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,0.0029,0.0029,0.0029,0.0029,0.0029,0.0049,0.0049,0.0049,0.0049,0.0049
